Place_Id,Place_Name,Description,Categories,City,Price(RPH),Ratings,Time_Minutes,Coordinate,lat,Long
122,Rocking Stone,"Watu Goyang comes from the Javanese language which means rocking rock. Previously, in this place there was a rock at the top that could sway when touched or pushed. The stone has been around for hundreds of years. The managers explained that Watu Goyang never collapsed even though it was touched and even climbed, but the manager forbade visitors who try to climb the Watu Goyang because it would be very dangerous for safety. The uniqueness of this giant stone is its structure which contains unique protrusions. The natural landscape is still green and the volcano looks very natural, very suitable for visitors to get rid of boredom with daily activities in urban areas. Being at this peak visitors will feel the cool air temperature, especially in the morning. And during the day, even though the weather is hot, the breeze that greets feels fresh and comfortable.",Culture,Yogyakarta,2500,4.4,45,"{'lat': -7.9274086, 'lng': 110.4120586}",-7.9274086,110.4120586
123,Rejowinangun Tourism Village,"The Rejowinangun tourist village is located in Rejowinangun Village, Kotagede District, Yogyakarta City, to be precise, south of the Gembiraloka Zoo. This tourist village has been initiated since 2010 and with the cooperation of all elements of society, on October 4, 2013 by the Head of the Yogyakarta City Tourism Office, the Rejowinangun Tourism Village was inaugurated. Rejowinangun Sub-District is one of three sub-districts in Kotagede District, a sub-district at the eastern end of Yogyakarta City which is famous for its silver and was the former kingdom of Mataram. Kelurahan Rejowinangun has a lot of potential which, if developed, would be extraordinary, even though at the moment what is well-known is the Gembiraloka Botanical Garden (KRKB) which is located in the Kelurahan Rejowinangun area. With the KRKB Gembiraloka tourist spot in this area, trying to develop the sub-district area with the existing potential so that tourists besides visiting Gembiraloka can stop at this tourist village.",Culture,Yogyakarta,0,4.3,,"{'lat': -7.8152776, 'lng': 110.3988359}",-7.8152776,110.3988359
124,Kauman Pakualaman Yogyakarta,"Pakualaman is a sub-district in the City of Yogyakarta, Province of the Special Region of Yogyakarta, Indonesia. This sub-district is located between the Code River and the Manunggal River. The name 'Pakualaman' is taken from Puro Paku Alaman, the official residence of Sri Paduka Pakualam which is located right in the middle of this sub-district. Previously, Pakualaman was not part of Yogyakarta city, but Pakualaman City District, which was abolished after the formation of the Yogyakarta City Government in 1947.",Culture,Yogyakarta,0,5,,"{'lat': -7.801034700000001, 'lng': 110.3751922}",-7.8010347,110.3751922
125,Yogyakarta Palace North Square,"Alun-alun Utara or in Javanese it is called Alun-alun Lor is one of the landmarks of the City of Yogyakarta in the form of a field in front of the Yogyakarta Palace. It is called Alun-alun Lor because in the city of Yogyakarta there are two squares which are located to the south and north of the Yogyakarta Palace. Alun-alun Lor is a square with an area of 150 x 150 meters with two large fenced banyan trees in the middle of the square. The two large banyan trees are each named Kyai Dewandaru and Kyai Wijayandaru. In the past, 63 banyan trees were planted around Lor Square, which symbolized the age of the Prophet Muhammad SAW.",Culture,Yogyakarta,0,4.6,60,"{'lat': -7.803897499999998, 'lng': 110.3644232}",-7.8038975,110.3644232
126,Goa Cemara Beach,"Goa Cemara Beach (Javanese: à?ùà?Òà??à?Òà??à??É?? à?'à??à??É?? à??à?ßà??à? Æ, translit. Pasisir Guwa CemaraÉ??) is a beach tourism object located in Patihan Hamlet, Gadingsari Village, Sanden District, Bantul Regency. Special Region of Yogyakarta. This beach is located right side by side with Samas Beach and Pandansari Beach. This beach has black but soft sand with quite large waves characteristic of the south coast. This beach is a new development beach where there are many shady pine trees forming a cave, this is what makes this beach named Goa Cemara. This fir tree aims to protect sea water abrasion and prevent sand dunes from experiencing displacement due to wind.",Islands,Yogyakarta,4000,4.3,,"{'lat': -7.999422999999998, 'lng': 110.248963}",-7.999423,110.248963
127,Blue Lagoon Yogyakarta,"Blue Lagoon is one of Jogja's famous water attractions and is visited by many tourists from all over the world. Many think that the Blue Lagoon is a hidden Jogja tourist paradise. Even though the beauty offered by this place is very expensive, to be able to enjoy it you don't need to spend deeply. Because the budget to enter this tourist area is not as expensive as in Iceland.",Amusement park,Yogyakarta,10000,4.3,,"{'lat': -7.7044358, 'lng': 110.45026}",-7.7044358,110.45026
128,Parangkusumo Sand Dunes,"Parangkusumo Sand Dunes (Javanese: à?'à??à??à??à? à??É??à?ùà?Òà??à??É??à?ùà?Æà? É??à? à??à?Òà??à??, translit. Sand Gumuk Parangkusuma) is a tourist attraction in Bantul Regency, Yogyakarta, located to the west of Parangtritis Beach, namely in Parangtritis Village, Kretek District, Bantul Regency , Special Region of Yogyakarta. This sand dune has a number of features related to its limited number in the world. The name ""gumuk"" comes from the Javanese language which means wide expanse of sand dunes. The Yogyakarta Sand Dunes are formed from Mount Merapi material which then undergoes transportation via the Opak River and the Progo River which are then carried by the waves and settle on the beach. The material that settles then dries and is carried by the wind and then flies ashore so that it undergoes a deposition process to become Sand Dunes.",Amusement park,Yogyakarta,0,4.5,90,"{'lat': -8.0173266, 'lng': 110.3180791}",-8.0173266,110.3180791
129,Bukit Lintang Sewu,"Lintang Sewu Hill originates when at night on this hill you can see thousands of stars stretching across the sky. In Javanese, Bukit Seribu Bintang is Bukit Lintang Sewu (latitude: star, sewu: one thousand). Natural scenery that is no less enchanting makes Bukit Langit Sewu a favorite place for nature lovers. When heading to the hill, visitors will be presented with pine trees, but when they arrive they will be presented with a panoramic view of the Eucalyptus forest which is the uniqueness of this tourist spot. Above this Eucalyptus tree there is also a Kestrel bird that passes above the tree. Besides that, visitors will also be spoiled by a row of mountains such as Mount Merbabu, Mount Sumbing, Menoreh, and Mount Merapi.",Amusement park,Yogyakarta,2000,4.5,60,"{'lat': -7.915799699999999, 'lng': 110.4366436}",-7.9157997,110.4366436
130,Gamplong Nature Studio,"Studio Gamplong or Studio Alam Gamplong is a tourist spot located in Gamplong Village, Moyudan District, Sleman Regency. This place was originally the shooting location for the film Sultan Agung: Throne, Struggle, Love and Earth of Mankind by Hanung Bramantyo. The place was built on an area of 2.5 hectares. The place was inaugurated by President Joko Widodo on 15 July 2018.",Amusement park,Yogyakarta,10000,4.4,120,"{'lat': -7.805793599999998, 'lng': 110.2367304}",-7.8057936,110.2367304
131,Granary Stone,"The location of the Watu Lumbung Educational Village, which is in a hilly area filled with teak tree groves, makes the view from this place very beautiful. Watu Lumbung was conceptualized by M Boy Rifai as a place that teaches educational values, where Boy Rifai has succeeded in conjuring a barren land that was previously left alone, now becoming an exotic place to enjoy the night and see the sunset and sunrise. To maintain the beauty of the area around tourist attractions, the management deliberately built this area as a tourist area that is in harmony with nature.",Nature preserve,Yogyakarta,5000,4.3,30,"{'lat': -7.992437900000001, 'lng': 110.317778}",-7.9924379,110.317778
132,Kedung Pedut Waterfall,"Kedung Pedut Waterfall or commonly called Kedung Pedut Waterfall comes from a Javanese term. Curug means waterfall, kedung means puddle or pond, and pedut means fog. Kedung Pedut Waterfall is one of the natural attractions in Kulonprogo which is known for its beautiful water color.",Nature preserve,Yogyakarta,20000,4.5,60,"{'lat': -7.769987499999998, 'lng': 110.1210707}",-7.7699875,110.1210707
133,The peak of the Mangunan Orchard,"Vacationing in the mountains is fun. Can enjoy the cool air and beautiful views from the top of the hills. Tourism like this can be enjoyed in Bantul, precisely at the Mangunan Fruit Farm. Luckily Jogja is blessed with such beautiful landscapes. There are beaches, mountains, hills, and very interesting cities and culture. Mangunan Fruit Garden is present as a tourist attraction that attracts tourists. Especially in the morning, the view is like the land above the clouds.",Amusement park,Yogyakarta,5000,4.6,90,"{'lat': -7.941371800000001, 'lng': 110.4247345}",-7.9413718,110.4247345
134,Gamplong Tourism Village,"Gamplong Tourism Village is a weaving craft tourism village located in Padukuhan Gamplong, Sumber Rahayu Village, Moyudan District, Sleman Regency, Yogyakarta. This tourist village which is located to the west of the city of Yogyakarta is quite interesting for tourists to stop by, especially because there is still a traditional weaving craft industry using Non-Machine Weaving Tools (ATBM). With ATBM, the Gamplong artisan community is able to produce woven cloth as stagen material (a long cloth to wrap around a woman's abdomen). In addition to woven crafts, craftsmen are also able to produce woven crafts for souvenirs.",Amusement park,Yogyakarta,10000,4.4,60,"{'lat': -7.805523199999997, 'lng': 110.2374676}",-7.8055232,110.2374676
135,Sosrowijayan Tourism Area,"Sosrowijayan tourist spot has indeed been known as Kampung Caucasian Tourism, the location itself is in the center of Yogyakarta city so that almost every day at this location there are lots of very dense visitors. For those of you who want to visit here, you have to use a vehicle because from the direction of Tugu station you just have to walk for 200 meters and then you will immediately find the Sosrowijayan area which has a sign, namely A Small Road to the West with the same name. Sosrowijayan's unique tour divides into two areas, namely Sosrowijayan Wetan and Sosrowijayan Kulon and connects Jalan Jogonegaran and Jalan Malioboro. However, Sosrowijayan Wetan is currently well-known all over the world and is known as the second tourist village in Yogyakarta after Prawirotaman. Because it is called Kampung Caucasians, even here you will see lots of tourists from abroad enjoying the night atmosphere in Yogyakarta. You can also see two rotten fruit like those in the Prawirotaman area when you enter the first dan. In this area, there are lots of books for sale, such as English novels, Indonesian booklets, and several quality books that will certainly provide education for their readers.",Shopping center,Yogyakarta,0,4,,"{'lat': -7.7916235, 'lng': 110.361956}",-7.7916235,110.361956
136,Grojogan Watu Purbo Bangunrejo,"That tourist object is not Grojogan Watu Purbo which is in Bangunrejo, Merdikorejo, Tempel District. This tourist attraction in the last year has been quite popular among tourists because it has an exotic view of a waterfall which has six levels. Tourists who come on average use the waterfall as a backdrop for selfies because the view is considered instagramable. Grojokan Watu Purbo is precisely located on the Krisak River, which is the path of cold lava flowing from Mount Merapi. The view of this area is exotic because it is surrounded by beautiful trees and expanses of rice fields. The emergence of this waterfall or grojogan comes from six dams with varying heights of no more than 10 meters.",Amusement park,Yogyakarta,10000,4.5,90,"{'lat': -7.6340172, 'lng': 110.33837}",-7.6340172,110.33837
137,Kalibiru Natural Tourism,"Kalibiru is actually the name of a forest which is currently being processed into a natural tourist spot. Kalibiru Forest has a height of 450 meters above sea level and is in the form of a fertile hill area. The air temperature in this place is very cool. Kalibiru is managed by the government and the local community as nature and educational tourism. There are many things that can be found there, including outbound, lodging, and several spots to find contemporary photos. There are also trekking routes which can also be used as camping locations.",Nature preserve,Yogyakarta,20000,4.4,90,"{'lat': -7.8057305, 'lng': 110.127969}",-7.8057305,110.127969
138,Jogja Exotarium,"In Yogyakarta, in Sleman to be precise, there is an educational tourist spot that is worth a visit. Its name is Jogja Exotarium ? sounds unique, right? But actually, this place is a small-scale animal park. The collection of animals is diverse and can be directly interacted with",Amusement park,Yogyakarta,20000,4.4,120,"{'lat': -7.7280356, 'lng': 110.3591712}",-7.7280356,110.3591712
139,Peak of the Ancient Volcano - Nglanggeran,"Mount Nglanggeran is a mountain in the Special Region of Yogyakarta, Indonesia. This mountain is an ancient volcano that was formed around 0.6-70 million years ago or has a tertiary age (Oligo-Miocene). Mount Nglanggeran has very distinctive rocks because it is dominated by volcanic agglomerates and breccias. This mountain is located in Nglanggeran Village, Patuk District, Gunung Kidul Regency which is in the Baturagung Mountains row.",Nature preserve,Yogyakarta,10000,4.7,60,"{'lat': -7.841252999999998, 'lng': 110.543056}",-7.841253,110.543056
140,Lepen weir,"The Lepen weir itself used to be an irrigation canal that was not as clean as it is today. Previously, this place was a rundown irrigation canal accompanied by an abandoned village garden. However, the youth's awareness of environmental cleanliness has turned the river (river/lepen) which was originally so dirty into a tourist spot that is liked by many people. The Lepen weir is now beautiful and filled with tilapia and carp. If previously it was just an abandoned and rundown tourist park, now Lepen Dam is a comfortable tourist destination to visit with family. Even during the COVID-19 pandemic, the Lepen Dam has no shortage of enthusiasts. There are still many children who enjoy the twilight happily while feeding the fish in the river. Of course accompanied by their parents who can also wash their eyes seeing the clear flow of water with colorful fish swimming in the river. Apart from that, there are also many young people sitting in the garden while enjoying the cool afternoon air accompanied by a glass of iced tea.",Amusement park,Yogyakarta,0,4.6,60,"{'lat': -7.831666800000002, 'lng': 110.3945119}",-7.8316668,110.3945119
141,Kaliadem Merapi Bunker,"Kaliadem Bunker is a tourist attraction located on the southern slope of Mount Merapi. This tourist destination has many traces of the volcanic eruption, especially in 2006 and 2010. This phenomenal location is located at an altitude of more than 2,000 meters above sea level. Located in Sleman Regency, tourists are invited to witness the majesty of Merapi from a distance of five kilometers. This area combines the history, beauty and natural uniqueness of Mount Merapi with its volcanic phenomena.",Nature preserve,Yogyakarta,3000,4.5,45,"{'lat': -7.582919800000001, 'lng': 110.4476816}",-7.5829198,110.4476816
142,Ledok Sambi,"The Ledok Sambi tourist village is a village that has a natural feel of Jogja, which is located close to Mount Merapi or is located on Jl. Kaliurang Km. 19.2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Sleman Regency Special Region of Yogyakarta. Beautiful natural scenery can provide coolness, freshness and peace of mind. As far as the eye can see in this tourist village you will be presented with a wide expanse of natural and beautiful rice fields and also shady green trees and clear water that belongs to the Ledok Sambi Tourism Village area. The spacious traditional houses of Jogja are used as a place to play while enjoying the cool air that soothes the heart, soul and mind.",Nature preserve,Yogyakarta,0,4.6,150,"{'lat': -7.647094300000001, 'lng': 110.4280998}",-7.6470943,110.4280998
143,One Thousand Stones Songgo Langit,"The name One Thousand Stones Songgo Langit has its own meaning. Before it became a tourist spot, in this location there were hundreds or even thousands of rocks and of course a pine forest. Songgo Langit means support for the sky, this is because in Seribu Baru Songgo Langit there is a hill that seems to be a pillar of the sky. Seribu Batu Songgo Langit is a tourist spot in the Dlingo area that offers various kinds of tourist attractions, but most of them are photo spots. Almost all of the photo spots at Seribu Batu are anti-mainstream. You will find several photo spots in four parts at this tourist spot. Entering the Seribu Batu Songgo Langit gate, you are required to go down a wooden ladder to reach the first spot. This first spot offers a fairytale thousand-wood house. This spot is in the form of a small house that resembles a dwarf's house in a fairy tale. There are seven dwarves' houses that are arranged in a conical manner so that they will create a good photo angle.",Nature preserve,Yogyakarta,2000,4.6,90,"{'lat': -7.931098399999999, 'lng': 110.430919}",-7.9310984,110.430919
144,Jomblang Cave,"Jomblang Cave is a vertical collapse doline type cave. This cave was formed due to the geological process of the collapse of the soil and the vegetation on it to the bottom of the earth that occurred thousands of years ago. This collapse forms a sinkhole or well which in Javanese is known as luweng. That is what makes it unique because inside the cave there is an area of the mouth of the cave about 50 meters. It is often called Luweng Jomblang. Jomblang Cave is located in Gunungkidul Regency, DI Yogyakarta. Currently, Jomblang Cave is a place for ancient plant conservation and has been developed into a special interest tourist spot which is managed by residents or local residents. To descend into this vertical cave, the management has provided complete equipment according to caving safety standards in vertical caves. The sunlight that penetrates from Luweng Grubug as high as 90 meters forms a pillar of light, illuminating the beautiful flowstone and the depths of the pitch-dark cave. Water dripping from a height also beautifies the view. It's not wrong if many people come here in awe when they see the natural painting known as ""heavenly light"".",Nature preserve,Yogyakarta,500000,4.6,,"{'lat': -8.0281562, 'lng': 110.6383307}",-8.0281562,110.6383307
145,Domes/Teletubbies House Tourism Village,"The Teletubbies village area has attracted attention from various media, so tourists have started to flock there. Until now, this area has become a unique Jogja tourist attraction that is interesting to visit. For datatour friends who are on vacation or domiciled in Yogyakarta and around, try to experience this unique tourism sensation, at least it can be used as a photo collection that carries cool instagenic spots. At first the Rumah Domes tourist attraction was a form of assistance from an NGO, at that time Yogyakarta was hit by an earthquake natural disaster. In Nglepen village there are at least 80 buildings carrying the complete dome house design along with facilities such as food stalls, public toilets, parking areas, places of worship, health houses and village halls which are often used when there are celebrations or cultural events. This Sumberharjo tourist village has an area of approximately 2 hectares and the building was built since 2006. Apart from being called the Teletubbies village, the settlement there is also often called New Nglepen.",Amusement park,Yogyakarta,5000,4.1,60,"{'lat': -7.813608499999999, 'lng': 110.5033442}",-7.8136085,110.5033442
146,Pulepayung Tourism Hill,"Pule Payung Yogyakarta. A popular tourist attraction that presents natural beauty from a height of 500 meters above sea level. Bukit Wisata Pule Payung Yogyakarta is a tourist area filled with high creativity, changing ordinary zones into extraordinary ones. The first attraction of Pule Payung Yogyakarta is a tourist attraction that presents the natural charm of the mountains. So, people call it Bukit Wisata. The height of Pule Payung Yogyakarta is around 500 meters above sea level, and the road to Pule Payung Yogyakarta can be reached by two-wheeled or four-wheeled vehicles. The charm of the beauty of the Sermo Reservoir can be seen clearly while in Pule Payung. Exotic reservoir surrounded by mountains that are still beautiful. And Pule Payung Yogyakarta is a hill which incidentally is a natural tourist destination, given a touch of creativity, and prioritizing safety aspects at each spot, eventually becoming a favorite tour in Jogja.",Nature preserve,Yogyakarta,10000,4.5,,"{'lat': -7.800110599999999, 'lng': 110.1238954}",-7.8001106,110.1238954
147,Yogyakarta Cultural Heritage (BBY),"Bentara Budaya Yogyakarta is a cultural center located in Yogyakarta, Indonesia. Bentara Budaya Yogyakarta opened on 26 September 1982, funded by Kompas Gramedia Group. Bentara Budaya Yogyakarta is a branch of Bentara Budaya Jakarta, a cultural institution managed by Kompas Gramedia Group which also has several cultural centers in Jakarta, Surakarta (as Balai Soedjatmoko), and Bali.",Culture,Yogyakarta,0,4.5,,"{'lat': -7.7857242, 'lng': 110.3746954}",-7.7857242,110.3746954
148,Design Kencono Cave,"Rancang Kencono Cave, located in Padukuhan Menggoran, Bleberan Village, Playen District, Gunungkidul, Yogyakarta, is one of the caves inhabited by prehistoric to modern humans. It is estimated that the cave which is located in the Sri Getuk waterfall area has been inhabited since 3000 years ago. From the book Variety of Cultural Heritage and Cultural Heritage of Gunungkidul written by Winarsih (Head of Archaeology and Museums Section, Preservation of Cultural Heritage and Cultural Values, Gunungkidul Cultural Office), Archeology UGM Yogyakarta in 2001 has already conducted this research. Rancang Kencono Cave has been inhabited by humans since 3000 years ago with evidence of findings of human bones.",Nature preserve,Yogyakarta,5000,4.3,30,"{'lat': -7.9492612, 'lng': 110.4926511}",-7.9492612,110.4926511
149,Cerme Cave,"Cerme Cave (Javanese: à?'à??à??É??à??à?ßà??à??à?ß, translit. Cerme Cave) is a historic cave and at the same time a tourist spot located in Srunggo Hamlet , Selopamioro Village, Imogiri District, Bantul Regency or about 20 km south of Yogyakarta City. Cerme Cave has a length of 1.5 km which penetrates to spring in the Panggang area, namely in Ploso Hamlet, Giritirto Village, Purwosari District, Gunungkidul Regency. Besides Cerme Cave, there are other smaller caves around it such as Goa Dalang, Goa Ledek , Clown Cave and Kaum Cave which are often used for meditation. To reach the cave, there are stairs as high as 759 m. The word cerme comes from the word lecture which indicates the discussion conducted by the walisongo. Cerme Cave was once used by the Walisongos to spread Islam in Java. Apart from that, the Cerme Cave is also used to discuss plans to build the Great Mosque of Demak. Every Monday or Tuesday, a thanksgiving ceremony is always held to ask God for blessings.",Nature preserve,Yogyakarta,3000,4.4,90,"{'lat': -7.979441299999999, 'lng': 110.3803114}",-7.9794413,110.3803114
150,Jogja Palace Tour,"Kraton Jogja is a royal complex that stands right in the middle of the city of Yogyakarta. The palace, which was founded in line with the Giyanti agreement in 1755 which split the Islamic Mataram Kingdom into the Ngayogyakarta Surakarta Kingdom, has the undoubted beauty of Javanese architecture, and is one of the best palace complexes in Java. The beauty of the Jogja Palace is inseparable from its founder, namely Sri Sultan Hamengkubuwono I who is the architect of this kingdom. If you are on a tour to the Kraton Jogja, if you come from Malioboro Street, you will first be greeted by the Pangurakan Gate, which has a thick Javanese architecture, which is adjacent to the Dutch East Indies buildings. After entering it you will enter the North Square which has a fairly large area. Around it there are closed joglos called Gedhong and open joglos called Tratag. In this area there are several culinary options that are perfect for you to visit before you enter the Yogyakarta Kraton complex, so you don't feel hungry.",Culture,Yogyakarta,7000,4.7,,"{'lat': -7.806753499999999, 'lng': 110.3636659}",-7.8067535,110.3636659
151,Kelor Tourism Village,"Kelor tourism village is one of the villages in Sleman district which is currently being developed into a tourist village. This Kelor tourist village offers a rural atmosphere where the residents make a living as farmers, ranchers, and mushroom cultivation. Lots of greenery that stretches wide with beautiful natural scenery. This Kelor tourist village has a friendly community and has a very comfortable village environment. Kelor Village also has a river, and the water in the river is still clear and beautiful.",Amusement park,Yogyakarta,0,4.4,90,"{'lat': -7.641025800000001, 'lng': 110.3622794}",-7.6410258,110.3622794
152,Pathan Beach,"This beach is located in the Srigading, Sanden area and is quite close to Goa Cemara Beach. The place is also really fun for taking photos, not much different from Pandasari.",Islands,Yogyakarta,5000,4.1,45,"{'lat': -7.997777999999999, 'lng': 110.2449113}",-7.997778,110.2449113
153,Kukup Beach,"Kukup Beach is a beach that has a stretch of white sand which is famous in Gunung Kidul Regency, Yogyakarta. Besides having a beautiful beach view, this beach also provides its own uniqueness. On this beach there is a coral island which is the main attraction for local and foreign tourists. Because on this coral island tourists can enjoy the beauty of a very charming beach. This beautiful beach is located to the east of Baron Beach, approximately 1 km away. Precisely located in Kemadang Village, Tanjungsari District, Gunung Kidul Regency, Yogyakarta. Kukup Beach is still in line with Baron Beach, Krakal Beach, Sundak Beach, Sepanjang Beach and other beaches. The distance from the city of Jogja to this beach is about 40 km while the distance from the city of Wonosari is about 25 km.",Islands,Yogyakarta,10000,4,,"{'lat': -8.133876299999999, 'lng': 110.5548349}",-8.1338763,110.5548349
154,Ngrawe Beach (Friendly),"Gunungkidul Regency is one of the areas in Yogyakarta with the largest collection of beaches. Countless number of beaches along the southern coast. There are still natural, there are also those who deliberately get a touch to make it more slick. One of them is Ngrawe Beach which is located in Kemadang, Gunungkidul. As a tourist beach, this beach which is also known as Mesra Beach is popular thanks to the power of social media. While other beaches offer natural beauty, Ngrawe Beach actually presents an unusual ""garden"" concept. Interested in trying to tour a beachside park? This beach could be the right choice!",Islands,Yogyakarta,10000,4.5,,"{'lat': -8.1333389, 'lng': 110.5537405}",-8.1333389,110.5537405
155,Ngoba Beach,"Ngobaran Beach is a natural tourist spot located in the cluster of seas on the south coast, precisely in Kanigoro Village, Saptosari sub-district, Gunungkidul Regency, Special Region of Yogyakarta, 2 km from Ngrenehan beach. coral covered with algae (green seaweed as a raw material for cosmetics) and there are many other marine biota that might get stuck in the coral pool. This is what supports the life of land fishermen, namely fishermen who do not need a boat or boat to get marine products, it is enough to move along the beach. The marine biotas that are often found are lobsters, sea urchins, shellfish, starfish and the seaweed itself, of course.",Islands,Yogyakarta,5000,4.6,,"{'lat': -8.1184844, 'lng': 110.5028785}",-8.1184844,110.5028785
156,Homecoming Beach,"You can try Pulang Sawal Beach in Tepus District. Tourists are more familiar with the name Indrayanti to refer to this beach. Not only local visitors, foreign tourists are captivated by its charm.",Islands,Yogyakarta,10000,4.5,,"{'lat': -8.1506589, 'lng': 110.6126311}",-8.1506589,110.6126311
157,Baron Beach,"Baron Beach is a tourist attraction in the form of a beach located in Kemadang Village, Tanjungsari District, Gunungkidul Regency. The location of Baron Beach can be reached 40 km from Yogyakarta city center. The origin of the name Baron Beach comes from the name of a nobleman from the Netherlands named Baron Skeber. The nobleman once landed his ship on the south coast, to be precise, on the beach which is currently known as Baron Beach. The road to the Baron Beach tourist attraction is good enough for private vehicles, motorbikes and buses to pass. The Baron Beach tourist object is a beach that forms a basin. Like other beaches, on Baron Beach there are various sea fish and their preparations. Fish that are usually sold at Baron Beach are tiger prawns, snapper, white pomfret and cob. Baron Beach has facilities in the form of a fish auction, children's playground, motorized boats, and a souvenir shop. Sirkaya fruit, horn plantain, soursop, and various kinds of souvenirs made from sea shells. Many souvenirs made from shells are sold at Baron Beach, namely brooches, shell curtains, decorative lamps, mirrors decorated with coral, figures, and various animal characters which are also made from sea shells. The sea alms ceremony is a ceremony that is still often performed by the people of Gunungkidul. Baron Beach is one of the places to hold the maritime alms ceremony. The sea alms ceremony is held every first Syuro date in the Javanese calendar. The maritime charity ceremony was performed as an expression of local gratitude for the abundance of fish catches in Baron Beach. Initially, most of the people around Baron Beach were not fishermen but farmers who cultivated the gardens. Once there was someone who started fishing on the beach and got a lot of fish, then many people followed him to catch fish. The longer the fish on the beach the less the population tried to catch the fish in the middle of the sea using wooden rafts. The existence of this ship on the beach because one day there was a fisherman tragedy that while fishing in the middle of the sea bitten by a shark, this news was spread everywhere and made the government donate boats for the fishermen on Baron Beach. The uniqueness of Baron Beach is the existence of an underground river which flowing swiftly towards the ocean. The underground river flows towards the sea and forms a river. The uniqueness of the underground river in Baron Beach is the taste of fresh water even though it is very close to the sea. Visitors who don't dare to play and swim in the sea can play in the water and swim in the underground river. Another view on Baron Beach is a hill around the beach. Visitors can enjoy the beauty of the beach from the top of the hill.",Islands,Yogyakarta,10000,4.4,,"{'lat': -8.1288246, 'lng': 110.5487763}",-8.1288246,110.5487763
158,Pok Tunggal Beach,"Pok Tunggal Beach or commonly called ""the hidden paradise"" is a tourist attraction in Yogyakarta, precisely in Tepus Village, Tepus, Gunung Kidul, Yogyakarta. If you count from the city, the distance is 80 km or about 2 hours drive. The name Pok Tunggal Beach is taken because on this beach there is an old duras tree that has stood firm to this day. This beach is surrounded by cliffs of karst hills. There are rock cliffs overgrown with dense trees and inhabited by tame monkeys. Uniquely, this beach has an underground freshwater river which is a source of life for the people around the coast. Like other southern beaches, Pok Tunggal Beach has fine white sand that stretches along the coast. Until now, Pok Tunggal Beach is still kept clean and natural. This beach is very crowded, both during holidays and weekdays. There are lots of activities offered at Pok Tunggal Beach, such as diving, snorkeling, swimming, camping, taking pictures in beautiful photo spots, to extreme activities such as rock climbing.",Islands,Yogyakarta,10000,4.5,,"{'lat': -8.1554468, 'lng': 110.6217582}",-8.1554468,110.6217582
159,Beautiful Pine Forest,"Almost all areas in the Dlingo area and its surroundings are overgrown with pine trees. One of them is the Asri Pine Forest area in Karangasem Hamlet. Because of its beauty, it's no wonder that many tourists come to take pictures. The cool air collaborates with the beautiful array of pine trees. If you pay attention, the view of these pine trees looks like the scenery in the Northwest Pacific. Moreover, the thin fog in the morning enveloped quietly.",Nature preserve,Yogyakarta,2500,4.5,,"{'lat': -7.9209209, 'lng': 110.4355651}",-7.9209209,110.4355651
160,Kebon Empring Bintaran Market,"Kebon Empring Market is a tourist attraction in Piyungan District which offers traditional culinary delights such as sego or wader rice, don't chili, sego catfish, sego welut, sego wiwit, tengkleng, sego mentel, geblek to dawet shell and chrysanthemums. The price offered is relatively cheap, starting from IDR 3,000 to IDR 17,000. Kebon Pring Market opened for tourist visits on May 17 2018. It is called Kebon Empring Market because almost all around the tourist attraction are bamboo trees or empring in Javanese. The location started to become a tourist attraction initially because many people took selfies on the Kali Gawe bridge in the Kebon Empring market location. After the Kali Gawe bridge was inaugurated in February 2018, four months later local residents took advantage of it and developed it into a tourist location by adding tourism supporting facilities and infrastructure such as parks, selfie destinations, bales above Kali Gawe.",Shopping center,Yogyakarta,0,4.4,,"{'lat': -7.836320499999998, 'lng': 110.4575806}",-7.8363205,110.4575806
161,"Paragliding Hill, Watugupit","Paragliding Hill Parangtritis is a tourist spot in Yogyakarta, this place presents views of Parangtritis beach from the top of the hill with an altitude of 900 meters above sea level and sunset views. Besides that, on Parangtritis Paragliding Hill there is an extreme sport of paragliding, for tourists who are interested, there are experts who accompany them. At first this hill was just an ordinary hill. Then in 1991 the first concrete runway was made which was used for paragliding. Then continued with the construction of pavilion facilities, stairs and parking areas in 1998",Nature preserve,Yogyakarta,5000,4.7,90,"{'lat': -8.026855099999999, 'lng': 110.3459122}",-8.0268551,110.3459122
162,Dipowinatan Tourism Village,"Dipowinatan Tourism Village is a village developed by the Yogyakarta Tourism Office for tourism purposes. The village is one of 17 currently being developed by the Yogyakarta City Government. In fact, Dipowinatan Village is located in Keparakan Village, Mergangsan District, Yogyakarta City. The main advantage highlighted by the village is the concept of live in or recreation that blends in with the surrounding community while blending in with the cultural elements and locality of the existing community. Inside the village, visitors will be offered several unique facilities such as visiting Javanese family homes wearing Javanese traditional clothing and adding artistic entertainment as well as Javanese culinary offerings.",Culture,Yogyakarta,220000,4.5,,"{'lat': -7.810552899999999, 'lng': 110.3704987}",-7.8105529,110.3704987
